id,N,D,C,E,I,K,F,P,S,V,APAAC3,APAAC4,APAAC5,APAAC6,APAAC10,APAAC19,_PolarizabilityC3,_SolventAccessibilityC2,_SolventAccessibilityC3,_SecondaryStrC2,_SecondaryStrC3,_ChargeC2,_ChargeC3,_PolarityC2,_PolarityC3,_NormalizedVDWVC1,_NormalizedVDWVC2,_NormalizedVDWVC3,_HydrophobicityC1,_HydrophobicityC2,_PolarizabilityT23,_SolventAccessibilityT12,_SolventAccessibilityT13,_SecondaryStrT12,_SecondaryStrT13,_ChargeT13,_ChargeT23,_PolarityT13,_NormalizedVDWVT23,_HydrophobicityT13,_PolarizabilityD1001,_PolarizabilityD2001,_SolventAccessibilityD1001,_SolventAccessibilityD2001,_SolventAccessibilityD2100,_SecondaryStrD2001,_SecondaryStrD3001,_ChargeD1001,_ChargeD1100,_ChargeD2001,_ChargeD3001,_ChargeD3075,_ChargeD3100,_PolarityD2001,_PolarityD3001,_NormalizedVDWVD1001,_NormalizedVDWVD2001,_HydrophobicityD1001,_HydrophobicityD1100,_HydrophobicityD2001,AP,RP,DI,DK,CL,CS,EI,IA,ID,IE,IK,LC,LP,KD,KE,KI,KF,FD,FE,PA,PR,PG,PP,PS,SC,SP,YI,VD,PAAC2,PAAC3,PAAC4,PAAC5,PAAC10,PAAC12,PAAC14,PAAC15,PAAC16,PAAC21,PAAC22,PAAC25,label
Positive_1082,3.132,6.263,0.626,4.593,5.428,4.384,5.637,5.219,8.977,7.307,1.816,3.632,0.363,2.663,3.148,2.421,0.309,0.288,0.324,0.328,0.273,0.775,0.109,0.29,0.311,0.359,0.332,0.309,0.288,0.355,0.257,0.211,0.278,0.232,0.205,0.029,0.163,0.226,0.23,0.195,0.626,0.418,0.418,1.253,98.33,0.835,1.044,1.67,96.033,0.209,4.802,77.871,95.198,0.626,1.253,0.626,0.418,1.253,98.33,0.626,0.0,0.42,0.42,0.21,0.0,0.21,0.21,0.0,0.84,0.21,0.21,0.0,0.42,0.21,0.21,0.21,0.0,0.21,0.0,0.84,0.42,0.42,0.21,0.21,0.0,0.84,0.63,0.63,3.695,1.584,3.167,0.317,2.745,2.217,2.85,2.639,4.539,4.943,4.859,4.928,1
Negative_416,3.376,4.641,3.797,7.314,3.094,7.595,2.954,7.314,11.674,6.892,2.265,3.114,2.547,4.907,2.076,1.699,0.243,0.328,0.298,0.242,0.328,0.751,0.12,0.352,0.356,0.436,0.321,0.243,0.328,0.405,0.203,0.246,0.241,0.22,0.283,0.025,0.177,0.211,0.149,0.172,2.672,0.422,0.422,0.563,99.859,0.844,0.703,0.563,98.875,0.141,1.828,71.308,99.859,0.703,0.281,0.703,0.422,0.563,99.859,0.281,0.42,0.28,0.28,0.14,0.14,0.7,0.0,0.14,0.28,0.28,0.14,0.42,1.27,0.14,0.7,0.56,0.14,0.0,0.0,0.85,0.14,1.13,0.42,0.56,0.28,0.56,0.0,0.42,2.812,1.776,2.441,1.997,1.628,3.995,1.554,3.848,6.141,4.724,4.808,4.461,0
Positive_980,4.23,4.532,0.906,7.251,6.949,6.949,4.532,4.23,8.459,10.876,5.712,6.12,1.223,9.792,9.384,5.303,0.248,0.296,0.278,0.341,0.245,0.773,0.118,0.272,0.329,0.326,0.426,0.248,0.296,0.344,0.221,0.264,0.215,0.248,0.185,0.012,0.2,0.248,0.191,0.218,0.906,0.604,1.208,0.604,99.698,0.906,1.813,10.272,99.698,0.302,0.604,78.248,99.094,0.906,0.604,0.906,0.604,0.604,99.698,0.906,0.3,0.0,0.61,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.61,0.0,0.0,0.61,0.61,0.91,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.61,0.3,0.91,2.035,2.192,2.349,0.47,3.602,3.602,2.349,2.192,4.384,4.74,5.204,4.743,1
Positive_475,2.67,5.097,2.184,4.126,5.583,5.583,3.398,6.311,8.981,8.252,2.954,5.638,2.416,4.564,6.176,5.102,0.214,0.245,0.289,0.301,0.325,0.823,0.092,0.367,0.26,0.439,0.347,0.214,0.245,0.427,0.178,0.234,0.304,0.234,0.229,0.019,0.151,0.214,0.161,0.168,0.971,0.485,1.456,0.485,99.757,2.913,0.728,5.583,99.757,0.243,9.223,74.515,99.029,0.728,0.485,0.728,0.485,0.485,99.757,0.728,0.24,0.0,0.73,0.24,0.49,0.0,0.24,0.73,0.0,0.0,0.0,0.73,0.73,0.0,0.24,0.0,0.49,1.22,0.0,0.73,0.24,0.49,0.49,0.73,0.0,0.24,0.0,0.73,1.552,1.422,2.715,1.163,2.974,2.974,1.81,3.361,4.783,4.57,4.863,4.522,1
Negative_17,1.695,1.695,1.695,0.0,1.695,3.39,10.169,6.78,13.559,1.695,2.111,2.111,2.111,0.0,2.111,4.222,0.356,0.119,0.492,0.356,0.288,0.915,0.017,0.475,0.22,0.508,0.136,0.356,0.119,0.61,0.103,0.172,0.293,0.241,0.19,0.0,0.034,0.19,0.069,0.121,10.169,6.78,5.085,3.39,98.305,5.085,6.78,3.39,86.441,1.695,22.034,22.034,22.034,6.78,3.39,6.78,15.254,3.39,98.305,6.78,1.72,0.0,0.0,0.0,0.0,1.72,0.0,1.72,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,1.72,0.0,0.0,0.0,0.0,1.889,0.944,0.944,0.944,0.944,1.889,5.665,3.777,7.554,5.292,4.142,4.515,0
Positive_932,4.43,5.907,1.055,4.008,6.118,5.696,4.43,4.219,8.017,8.017,3.243,4.324,0.772,2.934,4.479,4.17,0.285,0.285,0.306,0.344,0.281,0.787,0.099,0.297,0.3,0.367,0.348,0.285,0.285,0.369,0.241,0.245,0.288,0.224,0.237,0.023,0.167,0.256,0.211,0.222,0.633,0.844,0.422,1.055,98.101,0.422,1.266,1.477,95.781,0.211,1.688,73.84,94.937,0.633,1.055,0.633,0.844,1.055,98.101,0.633,0.0,0.21,0.63,0.63,0.0,0.0,0.42,0.0,0.85,0.63,0.0,0.0,0.42,0.21,0.21,0.63,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.63,0.0,0.0,0.21,0.85,2.897,2.253,3.004,0.537,3.112,2.897,2.253,2.146,4.078,5.168,4.489,4.728,1
Positive_1032,5.512,5.512,0.984,5.118,7.087,7.283,4.724,5.315,6.299,5.906,5.604,5.604,1.001,5.204,7.206,1.802,0.252,0.317,0.236,0.272,0.283,0.778,0.106,0.281,0.346,0.346,0.402,0.252,0.317,0.329,0.241,0.27,0.215,0.241,0.215,0.03,0.176,0.247,0.203,0.213,1.181,0.591,0.394,0.591,99.409,0.394,3.543,3.74,98.425,0.197,0.591,76.969,99.409,1.181,0.591,1.181,0.591,0.591,99.409,1.181,0.2,0.39,0.59,0.2,0.0,0.0,0.59,0.39,0.79,0.0,0.39,0.2,0.99,0.59,0.59,0.99,0.2,0.2,0.0,0.2,0.39,0.2,0.0,0.39,0.2,0.2,0.0,0.59,2.216,2.821,2.821,0.504,3.627,3.727,2.417,2.72,3.223,4.782,4.961,4.92,1
Positive_449,4.808,2.404,0.0,6.731,6.25,10.577,3.846,4.808,4.327,12.981,4.735,2.367,0.0,6.628,6.155,0.947,0.255,0.341,0.197,0.293,0.279,0.745,0.091,0.332,0.361,0.356,0.389,0.255,0.341,0.361,0.169,0.353,0.208,0.261,0.271,0.019,0.155,0.242,0.15,0.222,0.962,2.404,1.923,1.442,100.0,0.962,1.923,1.442,100.0,0.481,8.654,47.115,86.538,0.962,1.442,0.962,2.404,1.442,100.0,0.962,0.97,0.48,0.0,0.48,0.0,0.0,0.48,0.0,0.0,0.97,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.48,0.48,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.48,2.835,2.363,1.182,0.0,3.072,5.198,1.89,2.363,2.127,5.028,5.701,4.716,1
Positive_1072,3.285,5.217,2.899,5.797,7.053,4.638,4.734,4.638,5.507,7.343,2.284,3.628,2.016,4.031,4.905,2.016,0.22,0.283,0.226,0.318,0.259,0.794,0.11,0.322,0.296,0.403,0.377,0.22,0.283,0.363,0.19,0.255,0.226,0.266,0.221,0.023,0.182,0.209,0.154,0.188,0.193,0.483,0.193,0.29,99.71,0.676,0.193,0.29,98.744,0.097,0.483,70.338,99.71,0.193,0.29,0.193,0.483,0.29,99.71,0.193,0.1,0.19,0.58,0.19,0.39,0.19,0.39,1.35,0.1,0.39,0.1,0.58,0.29,0.29,0.19,0.1,0.39,0.39,0.0,0.19,0.48,0.48,0.29,0.29,0.1,0.39,0.1,0.29,2.571,1.714,2.721,1.512,3.679,2.419,2.469,2.419,2.873,4.731,4.883,4.809,1
Negative_1023,1.963,4.996,3.033,4.817,3.479,2.498,2.855,5.62,6.869,8.921,2.275,5.789,3.514,5.582,4.031,2.687,0.223,0.232,0.256,0.279,0.302,0.815,0.098,0.36,0.273,0.44,0.337,0.223,0.232,0.424,0.198,0.233,0.274,0.227,0.233,0.017,0.157,0.206,0.171,0.161,0.178,0.357,0.268,0.178,100.0,0.624,0.178,0.981,98.662,0.089,0.178,77.52,100.0,0.268,0.178,0.178,0.357,0.178,100.0,0.268,0.45,0.36,0.09,0.09,0.36,0.36,0.27,0.18,0.09,0.0,0.09,0.27,0.62,0.18,0.18,0.18,0.0,0.0,0.0,0.09,0.18,1.16,0.27,0.8,0.18,0.18,0.0,0.27,3.112,0.992,2.526,1.533,1.759,1.263,1.443,2.841,3.473,4.894,4.747,4.902,0
Negative_87,1.005,2.01,2.01,5.528,3.015,8.543,1.508,9.045,5.528,5.528,0.558,1.115,1.115,3.067,1.673,1.115,0.286,0.337,0.236,0.206,0.271,0.729,0.075,0.352,0.347,0.392,0.322,0.286,0.337,0.382,0.258,0.328,0.197,0.227,0.278,0.015,0.116,0.247,0.202,0.232,2.01,1.005,1.005,2.513,100.0,3.518,2.01,2.513,100.0,0.503,29.648,79.899,93.97,2.01,2.513,2.01,1.005,2.513,100.0,2.01,1.52,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.01,0.51,0.51,1.01,0.51,0.0,0.51,0.51,1.52,0.51,1.52,0.51,0.0,1.01,0.0,0.0,5.278,0.48,0.96,0.96,1.439,4.078,0.72,4.318,2.639,5.483,5.664,5.087,0
Positive_1131,4.566,5.479,2.283,5.479,4.11,5.479,9.132,3.196,4.566,7.306,6.637,7.964,3.318,7.964,5.974,7.301,0.338,0.292,0.283,0.361,0.224,0.813,0.11,0.251,0.347,0.329,0.333,0.338,0.292,0.356,0.266,0.257,0.271,0.266,0.211,0.018,0.183,0.294,0.22,0.22,2.74,0.913,2.283,0.913,98.63,2.283,3.196,1.37,92.694,0.457,0.913,71.689,97.717,2.74,0.913,2.74,0.913,0.913,98.63,2.74,0.46,0.0,0.92,0.46,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,1.181,2.361,2.833,1.181,2.125,2.833,4.723,1.653,2.361,4.804,5.275,5.293,1
Negative_724,2.321,5.357,1.607,3.929,3.214,3.393,3.393,9.464,8.036,7.143,2.189,5.051,1.515,3.705,3.031,2.526,0.22,0.261,0.291,0.23,0.341,0.816,0.093,0.384,0.293,0.454,0.327,0.22,0.261,0.443,0.175,0.202,0.245,0.208,0.309,0.014,0.161,0.165,0.134,0.132,0.357,1.071,0.357,0.536,99.643,0.714,0.357,0.536,99.643,0.179,3.393,81.071,99.107,0.357,0.536,0.357,2.321,0.536,99.643,0.357,0.54,0.36,0.18,0.0,0.36,0.0,0.0,0.18,0.18,0.18,0.0,0.18,1.43,0.36,0.54,0.0,0.0,0.36,0.0,0.89,0.36,1.07,0.36,0.72,0.18,1.07,0.0,0.54,2.994,1.216,2.807,0.842,1.684,1.778,1.778,4.958,4.21,4.472,4.747,4.901,0
Positive_243,3.728,4.261,0.932,5.726,2.929,3.196,5.593,8.256,5.992,7.057,4.327,4.946,1.082,6.647,3.4,5.255,0.281,0.268,0.314,0.296,0.296,0.81,0.1,0.341,0.316,0.393,0.326,0.281,0.268,0.434,0.22,0.212,0.253,0.248,0.204,0.016,0.16,0.228,0.167,0.156,0.399,0.266,0.399,1.997,99.734,0.799,0.266,3.728,99.734,0.133,2.663,80.16,97.87,0.266,1.997,0.266,0.533,1.997,99.734,0.266,0.27,0.53,0.13,0.13,0.27,0.27,0.0,0.13,0.13,0.27,0.0,0.27,0.8,0.0,0.13,0.0,0.13,0.0,0.27,0.27,1.2,0.93,0.53,0.53,0.0,0.8,0.13,0.4,2.951,1.878,2.146,0.469,1.475,1.61,2.817,4.159,3.018,4.904,5.007,5.105,1
Positive_1192,6.708,5.342,0.994,6.957,4.969,5.839,4.845,4.596,6.708,6.211,6.269,4.993,0.929,6.502,4.644,3.831,0.268,0.334,0.256,0.288,0.287,0.78,0.123,0.278,0.354,0.342,0.39,0.268,0.334,0.339,0.243,0.276,0.215,0.24,0.241,0.019,0.193,0.256,0.213,0.214,0.248,0.87,0.745,2.236,99.627,0.745,0.248,3.23,97.888,0.124,2.733,68.199,99.379,0.248,2.236,0.248,0.87,2.236,99.627,0.248,0.12,0.25,0.37,0.5,0.25,0.0,0.87,0.0,0.25,0.25,0.25,0.12,0.37,0.25,0.25,0.0,0.25,0.0,0.25,0.25,0.25,0.37,0.25,0.12,0.0,0.37,0.12,0.25,1.964,3.421,2.724,0.507,2.534,2.978,2.471,2.344,3.421,5.145,4.962,4.944,1
Negative_76,3.448,4.138,2.529,6.897,4.138,5.977,3.678,6.897,6.207,6.897,3.349,4.019,2.457,6.699,4.019,3.349,0.248,0.297,0.285,0.283,0.28,0.784,0.11,0.326,0.324,0.393,0.359,0.248,0.297,0.389,0.23,0.219,0.24,0.251,0.226,0.03,0.173,0.212,0.184,0.177,0.69,0.92,0.46,2.529,99.54,0.46,0.92,3.448,99.54,0.23,2.529,70.115,97.471,0.69,2.529,0.69,1.839,2.529,99.54,0.69,0.69,0.46,0.69,0.0,0.23,0.23,0.23,0.69,0.0,0.23,0.46,0.69,0.92,0.0,0.92,0.46,0.0,0.0,0.46,0.69,0.23,0.0,0.46,0.46,0.23,0.23,0.0,0.46,2.401,1.801,2.161,1.321,2.161,3.121,1.921,3.602,3.242,4.596,4.998,4.666,0
Negative_1292,0.99,2.122,1.132,13.296,0.849,3.253,0.849,4.668,9.194,3.678,0.252,0.54,0.288,3.384,0.216,0.216,0.259,0.443,0.198,0.102,0.222,0.635,0.154,0.366,0.463,0.399,0.342,0.259,0.443,0.395,0.239,0.302,0.174,0.127,0.246,0.103,0.16,0.157,0.224,0.135,0.424,0.283,0.283,0.424,100.0,0.283,0.424,1.414,100.0,0.141,0.424,78.925,99.717,0.566,0.424,0.424,0.283,0.424,100.0,0.566,0.57,0.14,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.28,0.0,0.57,0.14,0.0,0.28,0.0,0.85,0.71,0.42,0.42,0.57,0.28,0.99,0.0,0.14,8.507,0.473,1.013,0.54,0.405,1.553,0.405,2.228,4.388,5.174,5.515,5.585,0
Negative_685,2.402,3.275,1.092,5.022,5.459,2.838,2.62,7.424,6.987,6.769,1.947,2.654,0.885,4.07,4.424,0.707,0.151,0.356,0.282,0.266,0.264,0.845,0.083,0.371,0.369,0.415,0.434,0.151,0.356,0.393,0.153,0.335,0.199,0.241,0.252,0.011,0.127,0.219,0.125,0.206,0.437,0.873,1.092,0.873,100.0,0.655,0.437,5.459,87.336,0.218,0.873,71.179,100.0,0.437,0.873,0.437,0.873,0.873,100.0,0.437,0.66,0.0,0.44,0.0,0.22,0.22,0.44,0.44,0.22,0.0,0.22,0.0,0.66,0.22,0.22,0.22,0.22,0.44,0.0,0.44,0.88,0.44,0.66,0.88,0.22,0.44,0.22,0.0,2.486,1.368,1.865,0.622,3.108,1.616,1.492,4.227,3.978,4.583,4.25,4.211,0
Negative_1114,1.053,5.965,1.754,5.263,2.105,2.456,2.456,7.719,7.018,7.368,1.314,7.442,2.188,6.566,2.626,0.438,0.161,0.242,0.239,0.2,0.344,0.796,0.112,0.425,0.267,0.502,0.337,0.161,0.242,0.453,0.141,0.254,0.254,0.169,0.327,0.014,0.19,0.141,0.102,0.134,0.702,1.404,0.702,2.105,98.947,1.053,0.702,3.509,98.947,0.351,2.105,71.579,93.333,0.702,2.105,0.702,2.105,2.105,98.947,0.702,0.0,1.41,0.0,0.0,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.7,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.35,1.06,0.7,0.35,0.35,0.35,0.0,0.35,3.418,0.54,3.059,0.899,1.079,1.259,1.259,3.958,3.598,4.776,5.194,5.068,0
Positive_57,1.617,2.695,2.965,2.965,3.235,1.078,3.774,7.008,9.434,8.086,0.861,1.435,1.578,1.578,1.722,1.005,0.226,0.186,0.28,0.275,0.272,0.854,0.057,0.402,0.21,0.458,0.315,0.226,0.186,0.445,0.168,0.165,0.289,0.254,0.235,0.019,0.089,0.114,0.127,0.089,1.078,0.539,0.539,5.93,99.191,1.617,1.348,7.278,98.922,0.27,7.008,80.054,99.191,1.078,3.504,1.078,0.539,5.93,99.191,1.078,1.35,1.08,0.0,0.0,0.27,0.0,0.27,0.54,0.0,0.0,0.0,1.08,1.08,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.27,1.35,0.54,0.27,0.0,0.0,4.054,0.839,1.398,1.538,1.678,0.559,1.957,3.635,4.893,4.525,4.8,4.88,1
Negative_658,2.274,2.586,4.755,3.384,2.204,1.701,2.274,9.84,11.02,5.345,2.387,2.715,4.992,3.553,2.314,1.712,0.136,0.162,0.468,0.384,0.326,0.89,0.06,0.572,0.184,0.646,0.219,0.136,0.162,0.611,0.107,0.15,0.324,0.25,0.161,0.006,0.102,0.128,0.071,0.103,0.035,0.069,0.035,0.139,99.931,0.121,0.035,0.139,99.826,0.017,0.417,73.186,99.931,0.035,0.139,0.035,0.174,0.139,99.931,0.035,0.43,0.14,0.1,0.03,0.21,0.4,0.09,0.05,0.03,0.07,0.07,0.35,0.62,0.09,0.03,0.03,0.09,0.21,0.1,0.78,0.17,1.41,0.75,2.14,0.24,0.94,0.03,0.21,2.079,1.404,1.597,2.936,1.361,1.05,1.404,6.075,6.804,3.948,3.695,3.819,0
Negative_191,3.093,3.093,1.031,8.247,4.124,10.309,5.155,9.278,7.216,5.155,1.587,1.587,0.529,4.232,2.116,2.116,0.309,0.32,0.32,0.268,0.278,0.732,0.113,0.34,0.34,0.381,0.309,0.309,0.32,0.402,0.24,0.188,0.208,0.281,0.271,0.052,0.167,0.177,0.208,0.156,2.062,5.155,4.124,6.186,100.0,9.278,2.062,11.34,97.938,1.031,6.186,81.443,100.0,2.062,6.186,2.062,6.186,6.186,100.0,2.062,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,1.04,1.04,0.0,1.04,3.12,0.0,0.0,0.0,0.0,0.0,0.0,1.04,2.08,0.0,0.0,1.04,1.04,0.0,2.665,1.599,1.599,0.533,2.132,5.33,2.665,4.797,3.731,4.839,5.031,4.687,0
Negative_1070,3.462,5.0,5.769,4.615,4.231,4.615,1.923,2.692,8.846,4.615,2.465,3.56,4.108,3.286,3.012,1.917,0.254,0.285,0.277,0.246,0.265,0.8,0.096,0.288,0.338,0.396,0.35,0.254,0.285,0.369,0.205,0.251,0.247,0.239,0.274,0.015,0.17,0.236,0.162,0.189,0.769,3.077,3.077,0.769,99.231,2.692,0.769,1.154,98.462,0.385,0.769,71.154,99.231,1.923,0.769,0.769,3.077,0.769,99.231,1.538,0.0,0.0,0.39,0.77,0.77,0.0,0.39,0.77,0.0,0.0,0.0,0.39,0.0,0.0,0.39,0.39,0.0,0.0,0.0,0.0,0.39,0.0,0.39,0.0,0.0,0.77,0.39,0.0,3.078,1.847,2.668,3.078,2.258,2.463,1.026,1.436,4.72,4.872,4.512,4.669,0
Negative_252,0.749,3.892,4.341,4.042,2.545,1.946,2.844,11.527,13.623,5.988,0.553,2.871,3.203,2.982,1.878,1.104,0.19,0.211,0.352,0.234,0.376,0.819,0.079,0.448,0.232,0.53,0.28,0.19,0.211,0.484,0.154,0.195,0.313,0.15,0.279,0.012,0.129,0.141,0.102,0.123,0.599,0.449,1.796,1.048,99.551,1.946,0.449,1.497,99.401,0.15,1.048,75.15,99.551,0.449,1.048,0.449,1.796,1.048,99.551,0.449,1.5,1.5,0.0,0.0,0.45,0.6,0.0,0.0,0.0,0.0,0.15,0.3,0.6,0.0,0.0,0.0,0.0,0.15,0.15,0.75,0.75,0.75,1.95,1.5,1.05,1.05,0.0,0.3,4.366,0.397,2.064,2.302,1.349,1.032,1.508,6.112,7.223,4.777,5.053,4.655,0
Negative_7,2.419,4.032,1.613,1.613,3.226,1.613,1.613,8.871,9.677,5.645,1.874,3.123,1.249,1.249,2.499,0.0,0.169,0.258,0.25,0.177,0.379,0.815,0.056,0.476,0.274,0.532,0.298,0.169,0.258,0.492,0.098,0.293,0.26,0.138,0.407,0.033,0.081,0.171,0.089,0.171,0.806,3.226,0.806,2.419,94.355,1.613,0.806,2.419,88.71,0.806,4.032,63.71,82.258,0.806,2.419,0.806,3.226,2.419,94.355,0.806,2.44,0.81,0.0,0.0,0.81,0.0,0.0,0.81,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.81,1.63,0.0,0.0,0.0,0.0,5.591,1.198,1.997,0.799,1.598,0.799,0.799,4.393,4.792,5.343,4.64,5.22,0
Negative_847,3.077,3.692,2.154,3.385,8.0,4.308,6.0,5.385,7.692,6.0,1.637,1.964,1.146,1.801,4.256,1.719,0.217,0.203,0.269,0.343,0.297,0.855,0.071,0.378,0.212,0.437,0.346,0.217,0.203,0.42,0.169,0.185,0.27,0.231,0.22,0.008,0.112,0.148,0.136,0.122,0.462,0.615,0.462,0.923,99.538,0.615,0.462,0.923,98.462,0.154,2.154,66.0,99.231,0.462,0.923,0.462,0.615,0.923,99.538,0.462,0.46,0.0,0.0,0.15,0.0,0.0,0.15,0.46,0.31,0.46,0.15,0.31,1.39,0.0,0.0,0.0,0.31,0.0,0.0,0.31,0.15,0.31,0.62,0.15,0.31,0.31,0.15,0.0,1.681,1.681,2.017,1.177,4.37,2.353,3.277,2.941,4.202,4.482,4.635,4.52,0
Positive_846,2.99,6.129,0.897,5.68,2.392,3.288,5.082,10.164,3.737,6.129,2.341,4.798,0.702,4.446,1.872,3.042,0.286,0.305,0.269,0.253,0.332,0.765,0.118,0.345,0.332,0.416,0.299,0.286,0.305,0.411,0.225,0.249,0.229,0.208,0.254,0.024,0.18,0.202,0.162,0.169,0.299,0.747,0.299,0.598,99.701,1.943,0.299,1.495,99.103,0.149,0.598,73.543,99.701,0.299,0.598,0.299,2.541,0.598,99.701,0.299,0.45,1.5,0.45,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.15,0.75,0.3,0.3,0.0,0.15,0.6,0.0,0.15,1.05,1.95,1.05,0.3,0.0,0.3,0.0,0.15,4.043,1.444,2.96,0.433,1.155,1.588,2.454,4.909,1.805,5.098,5.085,5.351,1
Positive_1124,3.654,4.808,1.538,6.923,6.346,7.308,3.654,4.038,5.962,7.5,3.157,4.154,1.329,5.981,5.483,1.994,0.233,0.296,0.223,0.273,0.288,0.765,0.117,0.348,0.315,0.412,0.356,0.233,0.296,0.39,0.206,0.308,0.235,0.239,0.241,0.033,0.175,0.225,0.181,0.198,0.385,0.769,0.385,0.962,100.0,2.692,1.538,0.962,98.269,0.192,8.654,69.615,97.115,0.385,0.962,0.385,0.769,0.962,100.0,0.385,0.19,0.0,0.58,0.19,0.0,0.19,0.19,0.39,0.19,0.39,0.77,0.39,0.58,0.39,0.39,0.19,0.19,0.19,0.39,0.19,0.39,0.58,0.0,0.0,0.0,0.58,0.0,0.96,2.244,1.854,2.439,0.78,3.219,3.707,1.854,2.048,3.024,4.941,5.235,4.913,1
Positive_105,2.794,1.597,1.397,4.192,9.98,4.192,6.786,5.389,6.986,8.982,1.471,0.841,0.736,2.207,5.255,1.892,0.24,0.188,0.261,0.383,0.244,0.86,0.058,0.327,0.2,0.357,0.403,0.24,0.188,0.375,0.208,0.19,0.324,0.272,0.204,0.02,0.08,0.166,0.18,0.148,1.597,0.399,0.399,0.599,99.8,0.399,0.998,0.599,99.8,0.2,6.188,77.046,99.601,0.998,0.599,0.998,0.399,0.599,99.8,0.998,0.0,0.4,0.0,0.4,0.2,0.0,0.4,0.0,0.0,0.0,0.6,0.0,1.0,0.2,0.2,0.2,0.0,0.0,0.0,1.0,0.2,0.4,0.2,0.2,0.2,0.2,0.4,0.0,2.147,1.503,0.859,0.751,5.368,2.255,3.65,2.899,3.758,4.545,4.704,4.642,1
Negative_540,6.297,5.545,6.109,11.56,2.538,10.62,3.477,3.853,5.921,3.008,2.126,1.872,2.062,3.902,0.857,0.666,0.287,0.46,0.205,0.215,0.287,0.64,0.171,0.279,0.477,0.396,0.318,0.287,0.46,0.317,0.257,0.302,0.153,0.228,0.245,0.073,0.206,0.191,0.206,0.157,0.376,0.282,0.282,0.188,100.0,0.282,0.658,0.188,98.214,0.094,1.786,75.094,100.0,0.376,0.188,0.376,0.282,0.188,100.0,0.376,0.19,0.09,0.0,0.28,0.09,1.03,0.28,0.09,0.0,0.09,0.0,1.03,0.28,0.56,1.32,0.19,0.19,0.09,0.09,0.0,0.28,0.09,0.09,0.28,0.09,0.09,0.09,0.0,4.201,3.199,2.817,3.103,1.289,5.395,1.766,1.957,3.008,5.014,4.93,4.958,0
Negative_946,2.962,4.516,4.444,6.105,3.035,3.288,5.094,6.25,9.754,5.925,3.126,4.766,4.69,6.443,3.203,2.516,0.206,0.293,0.264,0.277,0.31,0.807,0.106,0.36,0.307,0.449,0.345,0.206,0.293,0.398,0.187,0.275,0.252,0.223,0.256,0.018,0.168,0.212,0.142,0.186,0.072,0.108,0.072,0.217,100.0,0.145,0.47,1.156,100.0,0.036,0.217,73.591,99.711,0.072,0.217,0.072,0.108,0.217,100.0,0.072,0.29,0.33,0.14,0.07,0.43,0.33,0.25,0.07,0.11,0.07,0.07,0.22,0.65,0.25,0.22,0.07,0.14,0.14,0.25,0.54,0.43,0.61,0.36,0.54,0.51,0.58,0.11,0.47,2.813,1.538,2.344,2.307,1.575,1.707,2.644,3.244,5.063,4.75,4.924,4.737,0
Positive_138,3.582,6.269,0.896,8.06,6.866,10.746,4.179,4.179,6.269,5.373,2.841,4.971,0.711,6.392,5.445,2.841,0.293,0.382,0.245,0.269,0.269,0.693,0.143,0.281,0.409,0.352,0.355,0.293,0.382,0.343,0.263,0.272,0.189,0.219,0.237,0.045,0.198,0.275,0.231,0.228,0.597,2.09,1.791,0.896,100.0,2.985,0.597,0.896,99.403,0.299,2.687,76.418,100.0,0.597,0.896,0.597,2.388,0.896,100.0,0.597,0.3,0.3,1.2,0.3,0.0,0.0,0.0,0.9,0.6,0.0,0.6,0.0,0.9,0.9,0.3,1.2,0.6,0.3,0.6,0.0,0.3,0.3,0.0,0.9,0.0,0.0,0.6,0.9,2.807,1.773,3.102,0.443,3.398,5.318,2.068,2.068,3.102,4.889,5.406,5.085,1
